Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Standardized_Strain,Unique_Chemicals,Unique_Strains,Final Count,Unnamed: 30,Unnamed: 31,Scaffold
CHEMBL4174181,,,273.33,0.0,0.34,"(R,E)-1e",CC(C)(C)OC(=O)/C=C/NC(=O)[C@H](O)C(C)(C)CO,IC50,'=',42000.0,nM,4.37675071,,,UO_0000065,0,CHEMBL4143868,organism-based format,,CHEMBL4138249,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 infected in human erythrocytes after 96 hrs in presence of 1 uM pantothenate by SYBR green fluorescence-based method,3D7,,,,,,
CHEMBL261794,,,199.1,0.0,-1.01,13,CN(O)C(=O)COCP(=O)(O)O,IC50,'=',240.0,nM,6.619788758,,,UO_0000065,0,CHEMBL922680,organism-based format,,CHEMBL1143891,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 in infected human erythrocytes after 48 hrs,3D7,,,,,,
CHEMBL4875922,,,288.39,0.0,0.18,CXP18.6-013,CCCCCC(=O)NCCNC(=O)[C@H](O)C(C)(C)CO,IC50,'=',630.0,nM,6.200659451,,,UO_0000065,0,CHEMBL4808839,organism-based format,Erythrocyte,CHEMBL4808174,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against ring stage Plasmodium falciparum NF54 infected in human erythrocytes assessed as inhibition of parasite growth incubated for 72 hrs in presence of pantothenate by SYBR Green dye based fluorescence assay,NF54,,,,,,
CHEMBL164830,,,358.61,1.0,7.58,2p,CCCCCCCCCCCCCCCCCCOOC(C)(C)OC,IC50,'=',1330.0,nM,5.876148359,,,UO_0000065,0,CHEMBL763541,organism-based format,,CHEMBL1136364,1,Scientific Literature,Bioorg Med Chem Lett,,In vitro antimalarial activity against Plasmodium falciparum FCR3,FcR3,,,,,,
CHEMBL4278442,,,445.51,1.0,5.14,20c,CCCCCCCCCCCCOCCCOP(=O)([O-])CCCC(=O)N(C)O.[Na+],IC50,'=',820.0,nM,6.086186148,,,UO_0000065,0,CHEMBL4269457,organism-based format,,CHEMBL4266002,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 infected in human erythrocytes measured after 72 hrs Malstat/NBT reagent based assay,K1,,,,,,
CHEMBL3310175,,,314.43,0.0,0.73,2,C=CC[C@@](C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCCCC,IC50,'=',13000.0,nM,4.886056648,,,UO_0000065,0,CHEMBL3373875,organism-based format,,CHEMBL3352628,1,Scientific Literature,Bioorg Med Chem Lett,,Antimicrobial activity against chloroquine-sensitive Plasmodium falciparum 3D7 ring stage parasite assessed as reduction in parasite proliferation after 96 hrs in presence of 50 uM pantothenate by SYBR Safe DNA gel staining based assay,3D7,,,,,,
CHEMBL1673218,,,359.34,0.0,2.74,BPH-943,CCCCCCCCCCN(C)CC(P(=O)(O)O)P(=O)(O)O,IC50,'=',450.0,nM,6.346787486,,,UO_0000065,0,CHEMBL1676988,organism-based format,,CHEMBL1671697,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as suppression of parasitemia by microscopic analysis,3D7,,,,,,
CHEMBL3144388,,,206.18,0.0,1.29,NCGC00094045-01,CC(C)C[C@H](N)CS.Cl.Cl,IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267245,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 3D7 after 72 hrs by SYBR green assay,3D7,,,,,,
CHEMBL3144388,,,206.18,0.0,1.29,NCGC00094045-01,CC(C)C[C@H](N)CS.Cl.Cl,IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267246,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 7G8 after 72 hrs by SYBR green assay,7G8,,,,,,
CHEMBL1644938,,,210.32,0.0,3.63,2,CCCCCC/C=C/C=C/C(=O)OCC,IC50,'=',900.0,nM,6.045757491,,,UO_0000065,0,CHEMBL1645801,organism-based format,,CHEMBL1641553,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum D10 infected in human A-positive red blood cells after 72 hrs by lactate dehydrogenase assay,D10,,,,,,
CHEMBL88621,,,169.07,0.0,-1.42,APPA,NC(CP(=O)(O)O)C(=O)O,IC50,'=',47.1,nM,7.326979093,,,UO_0000065,0,CHEMBL1112874,organism-based format,,CHEMBL1157896,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-resistant Plasmodium falciparum isolate 208432 infected in human erythrocytes after 48 hrs by flow-cytometry,208432,,,,,,
CHEMBL489497,,,174.24,0.0,-0.4,4d,CC(CN)CCC(C)(O)C(N)=O,IC50,'=',14600.0,nM,4.835647144,,,UO_0000065,0,CHEMBL944269,organism-based format,,CHEMBL1140898,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum W2 by [3H]hypoxanthine uptake,W2,,,,,,
CHEMBL2314143,,,272.2,0.0,0.43,9,CC(=O)N(O)CCC(N=[N+]=[N-])P(=O)(O)O.N.N,IC50,'=',1980.0,nM,5.70333481,,,UO_0000065,0,CHEMBL2320618,organism-based format,,CHEMBL2311477,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum K1 infected in human erythrocytes assessed as parasite growth inhibition,K1,,,,,,
CHEMBL75215,,,301.47,0.0,3.76,14,CC(C)=CCCC(C)CCN(CCO)COOC(C)(C)C,IC50,'=',1400.0,nM,5.853871964,,,,0,CHEMBL762023,organism-based format,,CHEMBL1133927,1,Scientific Literature,Bioorg Med Chem Lett,,In vitro schizont maturation inhibition for chloroquine-sensitive Plasmodium falciparum FSH 14,FSH 14,,,,,,
CHEMBL576913,,,402.58,0.0,3.72,2e,COCCN/C(CCCCCCCCCCCC/C(=N/O)NCCOC)=N\O,IC50,'=',2950.0,nM,5.530177984,,,UO_0000065,0,CHEMBL1047150,organism-based format,,CHEMBL1155337,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum Nigerian,Nigerian,,,,,,
CHEMBL355822,,,204.31,0.0,3.29,2c,CCCCCCCOOC(C)(C)OC,IC50,'=',800.0,nM,6.096910013,,,UO_0000065,0,CHEMBL763541,organism-based format,,CHEMBL1136364,1,Scientific Literature,Bioorg Med Chem Lett,,In vitro antimalarial activity against Plasmodium falciparum FCR3,FcR3,,,,,,
CHEMBL1086066,,,249.18,0.0,0.09,rac-5b,CC(=O)N(O)CCC(F)P(=O)(O)O.N.N,IC50,'=',290.0,nM,6.537602002,,,UO_0000065,0,CHEMBL1118495,organism-based format,,CHEMBL1155443,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum K1 by micro dilution assay,K1,,,,,,
CHEMBL2012484,,,425.42,0.0,2.93,13a,CN(O)C(=O)CCCP(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C,IC50,'=',860.0,nM,6.065501549,,,UO_0000065,0,CHEMBL5387098,organism-based format,,CHEMBL5385862,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against asexual blood stage Plasmodium falciparum K1 assessed as inhibition of parasitic growth,K1,,,,,,
CHEMBL1688687,,,298.37,1.0,-0.49,13,N=C(N)NCCCCCCNC(=N)N.O=S(=O)(O)O,IC50,'=',445.0,nM,6.351639989,,,UO_0000065,0,CHEMBL1697540,organism-based format,,CHEMBL1687739,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against erythrocytic stage of chloroquine - and pyrimethamine-resistant Plasmodium falciparum K1 assessed as [3H]hypoxanthine incorporation after 48 hrs,K1,,,,,,
CHEMBL164724,,,190.28,0.0,2.9,2b,CCCCCCOOC(C)(C)OC,IC50,'=',1550.0,nM,5.809668302,,,UO_0000065,0,CHEMBL763541,organism-based format,,CHEMBL1136364,1,Scientific Literature,Bioorg Med Chem Lett,,In vitro antimalarial activity against Plasmodium falciparum FCR3,FcR3,,,,,,
CHEMBL1162128,,,979.49,3.0,8.87,5,CCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)O,IC50,'=',850.0,nM,6.070581074,,,UO_0000065,0,CHEMBL952919,organism-based format,,CHEMBL1143839,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum W2 as reduced [3H]thymidine uptake after 18 hrs,W2,,,,,,
CHEMBL429678,,,478.76,1.0,6.94,26,C/C(=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H](O)C(C)(C)O)CC/C=C(\C)CC[C@@H](O)C(C)(C)O,IC50,'=',55000.0,nM,4.259637311,,,UO_0000065,0,CHEMBL934790,organism-based format,,CHEMBL1144785,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-susceptible Plasmodium falciparum FCR3,FcR3,,,,,,
CHEMBL402771,,,578.83,2.0,7.05,27a,CC(=O)OC[C@](C)(O)[C@@H](CC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H](O)C(C)(C)O)OC(C)=O,IC50,'=',97000.0,nM,4.013228266,,,UO_0000065,0,CHEMBL929449,organism-based format,,CHEMBL1144785,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1,K1,,,,,,
CHEMBL260214,,,199.1,0.0,-0.67,11,CC(=O)N(O)COCP(=O)(O)O,IC50,'=',360.0,nM,6.443697499,,,UO_0000065,0,CHEMBL922680,organism-based format,,CHEMBL1143891,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 in infected human erythrocytes after 48 hrs,3D7,,,,,,
CHEMBL205338,FR-900098,,197.13,0.0,-0.21,FR-900098,CC(=O)N(O)CCCP(=O)(O)O,IC50,'=',280.0,nM,6.552841969,,,UO_0000065,0,CHEMBL870711,organism-based format,,CHEMBL1146121,1,Scientific Literature,J Med Chem,,Inhibition of Plasmodium falciparum Dd2,Dd2,,,,,,
CHEMBL567595,,,342.53,0.0,4.46,2d,CCN/C(CCCCCCCCCCCC/C(=N/O)NCC)=N\O,IC50,'=',6200.0,nM,5.207608311,,,UO_0000065,0,CHEMBL1047150,organism-based format,,CHEMBL1155337,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum Nigerian,Nigerian,,,,,,
CHEMBL4211531,,,245.17,0.0,0.14,12c,COC(=O)N(O)C/C=C/P(=O)(O)O.N.N,IC50,'=',28600.0,nM,4.543633967,,,UO_0000065,0,CHEMBL4201411,organism-based format,,CHEMBL4196192,1,Scientific Literature,J Med Chem,,Growth inhibition of Plasmodium falciparum 3D7 asynchronous cultures by PicoGreen dye based assay,3D7,,,,,,
CHEMBL52761,,,234.08,0.0,-0.21,4,CCCC(O)(P(=O)(O)O)P(=O)(O)O,IC50,'=',130000.0,nM,3.886056648,Outside typical range,,UO_0000065,0,CHEMBL753354,organism-based format,,CHEMBL1134372,1,Scientific Literature,J Med Chem,,Inhibition of Plasmodium falciparum 3D7 in erythrocytes,3D7,,,,,,
CHEMBL407837,BIS(PIVALOYLOXYMETHYL)ESTER,,427.39,0.0,2.13,17,CN(O)C(=O)COCP(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C,IC50,'=',51.0,nM,7.292429824,,,UO_0000065,0,CHEMBL922680,organism-based format,,CHEMBL1143891,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 in infected human erythrocytes after 48 hrs,3D7,,,,,,
CHEMBL1162141,,,1320.0,,,1,NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)O,IC50,'=',1590.0,nM,5.798602876,,,UO_0000065,0,CHEMBL952919,organism-based format,,CHEMBL1143839,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum W2 as reduced [3H]thymidine uptake after 18 hrs,W2,,,,,,
CHEMBL2164257,FOSMIDOMYCIN SODIUM,,205.08,0.0,-0.6,1,O=CN(O)CCCP(=O)([O-])O.[Na+],IC50,'=',1100.0,nM,5.958607315,,,UO_0000065,0,CHEMBL5387095,organism-based format,,CHEMBL5385862,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against asexual blood stage chloroquine-resistant Plasmodium falciparum Dd2 assessed as inhibition of parasitic growth,Dd2,,,,,,
CHEMBL2408989,,,302.42,0.0,0.57,HoPanAm-3,CCCCCNC(=O)CCCNC(=O)[C@H](O)C(C)(C)CO,IC50,'=',195000.0,nM,3.709965389,Outside typical range,,UO_0000065,0,CHEMBL2410784,organism-based format,,CHEMBL2407032,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against intraerythrocytic Plasmodium falciparum 3D7 infected in human erythrocytes in fresh RPMI-1640 culture medium assessed as parasite growth inhibition after 96 hrs by microscopic analysis in presence of pantetheinase,3D7,,,,,,
CHEMBL1162127,,,669.01,3.0,5.18,7,NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)O,IC50,'=',4630.0,nM,5.334419009,,,UO_0000065,0,CHEMBL952919,organism-based format,,CHEMBL1143839,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum W2 as reduced [3H]thymidine uptake after 18 hrs,W2,,,,,,
CHEMBL460690,,,227.38,0.0,2.58,4b,CC/C(=N/NC(N)=S)C(C)CC=C(C)C,IC50,'=',9200.0,nM,5.036212173,,,UO_0000065,0,CHEMBL979943,organism-based format,,CHEMBL1140974,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 in human erythrocytes by [3H]hypoxanthine uptake,W2,,,,,,
CHEMBL1085096,,,249.18,0.0,0.09,rac-6,CN(O)C(=O)CCC(F)P(=O)(O)O.N.N,IC50,'=',730.0,nM,6.13667714,,,UO_0000065,0,CHEMBL1118494,organism-based format,,CHEMBL1155443,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum Ghana by micro dilution assay,GHA,,,,,,
CHEMBL76216,,,207.27,0.0,-0.02,8,CC(C)(C)OOCN(CCO)CCO,IC50,'=',10000.0,nM,5.0,,,,0,CHEMBL762023,organism-based format,,CHEMBL1133927,1,Scientific Literature,Bioorg Med Chem Lett,,In vitro schizont maturation inhibition for chloroquine-sensitive Plasmodium falciparum FSH 14,FSH 14,,,,,,
CHEMBL1673217,,,331.29,0.0,1.96,BPH-942,CCCCCCCCN(C)CC(P(=O)(O)O)P(=O)(O)O,IC50,'=',2000.0,nM,5.698970004,,,UO_0000065,0,CHEMBL1676989,organism-based format,,CHEMBL1671697,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2mef assessed as suppression of parasitemia by microscopic analysis,W2mef,,,,,,
CHEMBL88621,,,169.07,0.0,-1.42,APPA,NC(CP(=O)(O)O)C(=O)O,IC50,'=',60.3,nM,7.219682688,,,UO_0000065,0,CHEMBL1112872,organism-based format,,CHEMBL1157896,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 infected in human erythrocytes after 48 hrs by flow-cytometry,3D7,,,,,,
CHEMBL3144388,,,206.18,0.0,1.29,NCGC00094045-01,CC(C)C[C@H](N)CS.Cl.Cl,IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267247,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum D10 after 72 hrs by SYBR green assay,D10,,,,,,
CHEMBL489497,,,174.24,0.0,-0.4,4d,CC(CN)CCC(C)(O)C(N)=O,IC50,'=',24700.0,nM,4.607303047,,,UO_0000065,0,CHEMBL944270,organism-based format,,CHEMBL1140898,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum D6 by [3H]hypoxanthine uptake,D6,,,,,,
CHEMBL1831287,,,306.89,1.0,0.51,21,CC(=N)NCCCNCCCNCCCNC(C)=N.Cl,IC50,'=',109500.0,nM,3.960585881,Outside typical range,,UO_0000065,0,CHEMBL1832682,organism-based format,,CHEMBL1828516,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum HB3 infected in human erythrocytes after 96 hrs by SYBR Green I-based fluorescence assay,HB3,,,,,,
CHEMBL1085945,,,265.63,0.0,0.36,rac-5a,CC(=O)N(O)CCC(Cl)P(=O)(O)O.N.N,IC50,'=',300.0,nM,6.522878745,,,UO_0000065,0,CHEMBL1118495,organism-based format,,CHEMBL1155443,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum K1 by micro dilution assay,K1,,,,,,
CHEMBL261371,,,425.42,0.0,2.93,16,CC(=O)N(O)CCCP(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C,IC50,'=',99.0,nM,7.004364805,,,UO_0000065,0,CHEMBL922680,organism-based format,,CHEMBL1143891,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 in infected human erythrocytes after 48 hrs,3D7,,,,,,
CHEMBL403076,,,494.76,1.0,5.91,27,C/C(=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H](O)[C@@](C)(O)CO)CC/C=C(\C)CC[C@@H](O)C(C)(C)O,IC50,'=',7000.0,nM,5.15490196,,,UO_0000065,0,CHEMBL929449,organism-based format,,CHEMBL1144785,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1,K1,,,,,,
CHEMBL2408995,,,274.36,0.0,-0.21,alpha-PanAm-3,CCCCCNC(=O)CNC(=O)[C@H](O)C(C)(C)CO,IC50,'=',7000.0,nM,5.15490196,,,UO_0000065,0,CHEMBL2410786,organism-based format,,CHEMBL2407032,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against intraerythrocytic Plasmodium falciparum 3D7 infected in human erythrocytes in fresh RPMI-1640 culture medium assessed as parasite growth inhibition after 96 hrs by microscopic analysis,3D7,,,,,,
CHEMBL2408993,,,246.31,0.0,-0.99,alpha-PanAm-1,CCCNC(=O)CNC(=O)[C@H](O)C(C)(C)CO,IC50,'=',13000.0,nM,4.886056648,,,UO_0000065,0,CHEMBL2410786,organism-based format,,CHEMBL2407032,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against intraerythrocytic Plasmodium falciparum 3D7 infected in human erythrocytes in fresh RPMI-1640 culture medium assessed as parasite growth inhibition after 96 hrs by microscopic analysis,3D7,,,,,,
CHEMBL3215867,,,473.53,1.0,1.92,35,CCCNC(=O)NCCCNCCCCCCNCCCNC(=O)NCCC.Cl.Cl,IC50,'=',14084.0,nM,4.851273984,,,UO_0000065,0,CHEMBL1832683,organism-based format,,CHEMBL1828516,1,Scientific Literature,J Med Chem,,Antimalarial activity against drug-sensitive Plasmodium falciparum 3D7 infected in human erythrocytes after 96 hrs by SYBR Green I-based fluorescence assay,3D7,,,,,,
CHEMBL1831289,,,362.99,1.0,2.07,24,CC(=N)NCCCNCCCCCCCNCCCNC(C)=N.Cl,IC50,'=',70300.0,nM,4.153044675,,,UO_0000065,0,CHEMBL1832682,organism-based format,,CHEMBL1828516,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum HB3 infected in human erythrocytes after 96 hrs by SYBR Green I-based fluorescence assay,HB3,,,,,,
CHEMBL3410325,,,411.39,0.0,2.54,1c,CC(C)(C)C(=O)OCOP(=O)(CCCN(O)C=O)OCOC(=O)C(C)(C)C,IC50,'=',490.0,nM,6.30980392,,,UO_0000065,0,CHEMBL3411606,organism-based format,,CHEMBL3407342,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against blood stage forms of multidrug-resistant Plasmodium falciparum Dd2 incubated for 3 days by HRP2 detection based ELISA method,Dd2,,,,,,
CHEMBL205338,FR-900098,,197.13,0.0,-0.21,"2, FR900098",CC(=O)N(O)CCCP(=O)(O)O,IC50,'=',350.0,nM,6.455931956,,,UO_0000065,0,CHEMBL3411608,organism-based format,,CHEMBL3407342,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against blood stage forms of chloroquine-sensitive Plasmodium falciparum D10 incubated for 3 days by HRP2 detection based ELISA method,D10,,,,,,
CHEMBL205338,FR-900098,,197.13,0.0,-0.21,"2, FR900098",CC(=O)N(O)CCCP(=O)(O)O,IC50,'=',160.0,nM,6.795880017,,,UO_0000065,0,CHEMBL3411606,organism-based format,,CHEMBL3407342,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against blood stage forms of multidrug-resistant Plasmodium falciparum Dd2 incubated for 3 days by HRP2 detection based ELISA method,Dd2,,,,,,
CHEMBL3410325,,,411.39,0.0,2.54,1c,CC(C)(C)C(=O)OCOP(=O)(CCCN(O)C=O)OCOC(=O)C(C)(C)C,IC50,'=',480.0,nM,6.318758763,,,UO_0000065,0,CHEMBL3411607,organism-based format,,CHEMBL3407342,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against blood stage forms of chloroquine-sensitive Plasmodium falciparum 3D7 incubated for 3 days by HRP2 detection based ELISA method,3D7,,,,,,
CHEMBL203125,FOSMIDOMYCIN,3.0,183.1,0.0,-0.6,1,O=CN(O)CCCP(=O)(O)O,IC50,'=',1300.0,nM,5.886056648,,,UO_0000065,0,CHEMBL3411608,organism-based format,,CHEMBL3407342,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against blood stage forms of chloroquine-sensitive Plasmodium falciparum D10 incubated for 3 days by HRP2 detection based ELISA method,D10,,,,,,
CHEMBL1688689,,,340.45,1.0,0.68,15,N=C(N)NCCCCCCCCCNC(=N)N.O=S(=O)(O)O,IC50,'=',84.0,nM,7.075720714,,,UO_0000065,0,CHEMBL1697540,organism-based format,,CHEMBL1687739,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against erythrocytic stage of chloroquine - and pyrimethamine-resistant Plasmodium falciparum K1 assessed as [3H]hypoxanthine incorporation after 48 hrs,K1,,,,,,
CHEMBL236530,,,618.62,1.0,6.67,G7,CC[N+](CC)(CC)CCOCCCCCCCCCCCCOCC[N+](CC)(CC)CC.[Br-].[Br-],IC50,'=',3.3,nM,8.48148606,,,UO_0000065,0,CHEMBL902564,organism-based format,,CHEMBL1138331,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum Nigerian in human erythrocytes after 48 hrs,Nigerian,,,,,,
CHEMBL1095390,,,404.28,0.0,3.13,3g,C[N+](C)(C)CCCCCCCCC[N+](C)(C)C.[Br-].[Br-],IC50,'=',892.0,nM,6.049635146,,,UO_0000065,0,CHEMBL1121088,organism-based format,,CHEMBL1158566,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as parasite-specific LDH release after 72 hrs by Malstat assay,3D7,,,,,,
CHEMBL4208741,,,439.4,0.0,3.28,18c,COC(=O)N(O)C/C=C/P(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C,IC50,'=',23700.0,nM,4.625251654,,,UO_0000065,0,CHEMBL4201411,organism-based format,,CHEMBL4196192,1,Scientific Literature,J Med Chem,,Growth inhibition of Plasmodium falciparum 3D7 asynchronous cultures by PicoGreen dye based assay,3D7,,,,,,
CHEMBL3103256,,,217.09,0.0,-0.08,2,CC(=O)N(O)C/C=C/P(=O)([O-])O.[Na+],IC50,'=',202.0,nM,6.694648631,,,UO_0000065,0,CHEMBL4201411,organism-based format,,CHEMBL4196192,1,Scientific Literature,J Med Chem,,Growth inhibition of Plasmodium falciparum 3D7 asynchronous cultures by PicoGreen dye based assay,3D7,,,,,,
CHEMBL395841,,,473.61,1.0,5.6,C7,CCN(CC)CCOCCCCCCCCCCCCOCCN(CC)CC.Cl.Cl,IC50,'=',120.0,nM,6.920818754,,,UO_0000065,0,CHEMBL902564,organism-based format,,CHEMBL1138331,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum Nigerian in human erythrocytes after 48 hrs,Nigerian,,,,,,
CHEMBL1831288,,,320.91,1.0,0.9,22,CC(=N)NCCCNCCCCNCCCNC(C)=N.Cl,IC50,'=',14200.0,nM,4.847711656,,,UO_0000065,0,CHEMBL1832682,organism-based format,,CHEMBL1828516,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum HB3 infected in human erythrocytes after 96 hrs by SYBR Green I-based fluorescence assay,HB3,,,,,,
CHEMBL450072,2-NONENAL,,140.23,0.0,2.71,1,CCCCCC/C=C/C=O,IC50,'=',390.0,nM,6.408935393,,,UO_0000065,0,CHEMBL1645802,organism-based format,,CHEMBL1641553,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human A-positive red blood cells after 72 hrs by lactate dehydrogenase assay,W2,,,,,,
CHEMBL571290,,,443.5,0.0,4.09,3e,COCCNC(=N)CCCCCCCCCCCCC(=N)NCCOC.Cl.Cl,IC50,'=',9.2,nM,8.036212173,,,UO_0000065,0,CHEMBL1047150,organism-based format,,CHEMBL1155337,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum Nigerian,Nigerian,,,,,,
CHEMBL1095391,,,432.33,0.0,3.91,3i,C[N+](C)(C)CCCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],IC50,'=',755.0,nM,6.122053048,,,UO_0000065,0,CHEMBL1121088,organism-based format,,CHEMBL1158566,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as parasite-specific LDH release after 72 hrs by Malstat assay,3D7,,,,,,
CHEMBL480242,TETRADECANEBIS(IMIDAMIDE),,254.42,0.0,3.54,M34,N=C(N)CCCCCCCCCCCCC(=N)N,IC50,'=',0.3,nM,9.522878745,,,UO_0000065,0,CHEMBL1023752,organism-based format,,CHEMBL1143339,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity after 48 hrs against chloroquine-sensitive Plasmodium falciparum Nigerian by [3H]hypoxanthine uptake,Nigerian,,,,,,
CHEMBL447056,,,286.42,0.0,3.16,1,N/C(CCCCCCCCCCCC/C(N)=N/O)=N\O,IC50,'=',3500.0,nM,5.455931956,,,UO_0000065,0,CHEMBL1023752,organism-based format,,CHEMBL1143339,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity after 48 hrs against chloroquine-sensitive Plasmodium falciparum Nigerian by [3H]hypoxanthine uptake,Nigerian,,,,,,
