Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Standardized_Strain,Unique_Chemicals,Unique_Strains,Final Count,Unnamed: 30,Unnamed: 31,Scaffold
CHEMBL203125,FOSMIDOMYCIN,3.0,183.1,0.0,-0.6,1,O=CN(O)CCCP(=O)(O)O,IC50,'=',810.0,nM,6.091514981,,,UO_0000065,0,CHEMBL3411606,organism-based format,,CHEMBL3407342,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against blood stage forms of multidrug-resistant Plasmodium falciparum Dd2 incubated for 3 days by HRP2 detection based ELISA method,Dd2,,,,,,
CHEMBL1951765,,,315.54,0.0,4.41,5,CCCCCCCCCCCCC[C@H](O)C[C@H](O)[C@H](C)NC,IC50,'=',1700.0,nM,5.769551079,,,UO_0000065,0,CHEMBL2039533,organism-based format,,CHEMBL2034950,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum D6 infected in O-positive human RBC assessed as [3H]-hypoxanthine incorporation after 48 hrs by scintillation counting in presence of BSA,D6,,,,,,
CHEMBL222824,SUCCINYLACETONE,,158.15,0.0,0.4,succinylacetone,CC(=O)CC(=O)CCC(=O)O,IC50,'=',17378000.0,nM,1.760000207,Outside typical range,,UO_0000065,0,CHEMBL912648,organism-based format,,CHEMBL1142150,1,Scientific Literature,Antimicrob Agents Chemother,,Inhibition of Plasmodium falciparum FCK2 growth as [3H]hypoxanthine uptake after 96 hrs,FCK2,,,,,,
CHEMBL2164257,FOSMIDOMYCIN SODIUM,,205.08,0.0,-0.6,1,O=CN(O)CCCP(=O)([O-])O.[Na+],IC50,'=',1100.0,nM,5.958607315,,,UO_0000065,0,CHEMBL5387096,organism-based format,,CHEMBL5385862,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against asexual blood stage pyrimethamine-resistant Plasmodium falciparum Dd2 assessed as inhibition of parasitic growth,Dd2,,,,,,
CHEMBL2164257,FOSMIDOMYCIN SODIUM,,205.08,0.0,-0.6,1,O=CN(O)CCCP(=O)([O-])O.[Na+],IC50,'=',1100.0,nM,5.958607315,,,UO_0000065,0,CHEMBL5387097,organism-based format,,CHEMBL5385862,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against asexual blood stage mefloquine-resistant Plasmodium falciparum Dd2 assessed as inhibition of parasitic growth,Dd2,,,,,,
CHEMBL4283416,,,429.36,1.0,2.88,13k,CC(C)OC(=O)OCOP(=O)(CCCC(=O)N(C)O)OCOC(=O)OC(C)C,IC50,'=',110.0,nM,6.958607315,,,UO_0000065,0,CHEMBL5387098,organism-based format,,CHEMBL5385862,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against asexual blood stage Plasmodium falciparum K1 assessed as inhibition of parasitic growth,K1,,,,,,
CHEMBL4537881,,,563.72,2.0,5.28,19i,CCCCCOC(=O)[C@H](CC(C)C)NP(=O)(CCCC(=O)N(C)O)N[C@@H](CC(C)C)C(=O)OCCCCC,IC50,'=',2370.0,nM,5.625251654,,,UO_0000065,0,CHEMBL4424188,organism-based format,,CHEMBL4422657,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 infected in human erythrocytes measured after 72 hrs Malstat/NBT reagent based assay,K1,,,,,,
CHEMBL565415,,,383.45,0.0,4.84,3d,CCNC(=N)CCCCCCCCCCCCC(=N)NCC.Cl.Cl,IC50,'=',9.4,nM,8.026872146,,,UO_0000065,0,CHEMBL1047150,organism-based format,,CHEMBL1155337,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum Nigerian,Nigerian,,,,,,
CHEMBL3593457,,,447.49,1.0,6.67,4a,C/C=C/C=C/C=C/C[N+](C)(C)CCCCCCCCCCCC.[I-],IC50,'=',4710.0,nM,5.326979093,,,UO_0000065,0,CHEMBL3594597,organism-based format,,CHEMBL3593187,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 assessed as inhibition of parasite growth after 72 hrs by parasite lactate dehydrogenase assay,W2,,,,,,
CHEMBL1256024,,,161.16,0.0,-0.78,NCGC00093578-01,NCCCS(=O)(=O)[O-].[Na+],IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267251,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum W2 after 72 hrs by SYBR green assay,W2,,,,,,
CHEMBL3593458,,,461.52,1.0,7.06,4b,C/C=C/C=C/C=C/C[N+](C)(C)CCCCCCCCCCCCC.[I-],IC50,'=',630.0,nM,6.200659451,,,UO_0000065,0,CHEMBL3594597,organism-based format,,CHEMBL3593187,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 assessed as inhibition of parasite growth after 72 hrs by parasite lactate dehydrogenase assay,W2,,,,,,
CHEMBL161343,ARACHIDONOYL GLYCINE,,361.53,1.0,5.33,NCGC00093582-01,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCC(=O)O,IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267246,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 7G8 after 72 hrs by SYBR green assay,7G8,,,,,,
CHEMBL2164257,FOSMIDOMYCIN SODIUM,,205.08,0.0,-0.6,1,O=CN(O)CCCP(=O)([O-])O.[Na+],IC50,'=',880.0,nM,6.055517328,,,UO_0000065,0,CHEMBL2167524,organism-based format,,CHEMBL2163278,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 incubated for 3 days by HRP2 detection based ELISA method,3D7,,,,,,
CHEMBL205338,FR-900098,,197.13,0.0,-0.21,"FR-900098, 5",CC(=O)N(O)CCCP(=O)(O)O,IC50,'=',430.0,nM,6.366531544,,,UO_0000065,0,CHEMBL922680,organism-based format,,CHEMBL1143891,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 in infected human erythrocytes after 48 hrs,3D7,,,,,,
CHEMBL1609891,BUTHIONINE SULFOXIMINE,1.0,222.31,0.0,0.64,NCGC00093690-01,CCCC[S+](=N)([O-])CC[C@H](N)C(=O)O,IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267249,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum GB4 after 72 hrs by SYBR green assay,GB4,,,,,,
CHEMBL4286356,,,501.62,1.0,6.7,20d,CCCCCCCCCCCCCCCCOCCCOP(=O)([O-])CCCC(=O)N(C)O.[Na+],IC50,'=',950.0,nM,6.022276395,,,UO_0000065,0,CHEMBL4269457,organism-based format,,CHEMBL4266002,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 infected in human erythrocytes measured after 72 hrs Malstat/NBT reagent based assay,K1,,,,,,
CHEMBL4279944,,,333.3,0.0,2.02,20a,CCCCOCCCOP(=O)([O-])CCCC(=O)N(C)O.[Na+],IC50,'=',16000.0,nM,4.795880017,,,UO_0000065,0,CHEMBL4269457,organism-based format,,CHEMBL4266002,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 infected in human erythrocytes measured after 72 hrs Malstat/NBT reagent based assay,K1,,,,,,
CHEMBL4516720,,,479.56,0.0,2.94,19d,CCOC(=O)[C@@H](NP(=O)(CCCC(=O)N(C)O)N[C@H](C(=O)OCC)[C@@H](C)CC)[C@@H](C)CC,IC50,'=',2000.0,nM,5.698970004,,,UO_0000065,0,CHEMBL4424188,organism-based format,,CHEMBL4422657,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 infected in human erythrocytes measured after 72 hrs Malstat/NBT reagent based assay,K1,,,,,,
CHEMBL964,DISULFIRAM,4.0,296.55,0.0,3.62,NCGC00094423-01,CCN(CC)C(=S)SSC(=S)N(CC)CC,IC50,'=',3162.28,nM,5.499999679,,,UO_0000065,0,CHEMBL1267250,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum HB3 after 72 hrs by SYBR green assay,HB3,,,,,,
CHEMBL1089060,,,391.49,1.0,-1.36,E64,CC(C)CC(NC(=O)C(O)C(S)C(=O)O)C(=O)NCCCCNC(=N)N,IC50,'=',47.33,nM,7.324863496,,,UO_0000065,0,CHEMBL1112571,organism-based format,,CHEMBL1156312,1,Scientific Literature,Bioorg Med Chem Lett,,Antimicrobial activity against chloroquine-resistant Plasmodium falciparum W2,W2,,,,,,
CHEMBL203125,FOSMIDOMYCIN,3.0,183.1,0.0,-0.6,A,O=CN(O)CCCP(=O)(O)O,IC50,'=',810.0,nM,6.091514981,,,UO_0000065,0,CHEMBL3407199,assay format,,CHEMBL3399940,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine and mefloquine-resistant Plasmodium falciparum Dd2 after 48 hrs by SYBR Green I assay,Dd2,,,,,,
CHEMBL2408989,,,302.42,0.0,0.57,HoPanAm-3,CCCCCNC(=O)CCCNC(=O)[C@H](O)C(C)(C)CO,IC50,'=',3900.0,nM,5.408935393,,,UO_0000065,0,CHEMBL2410786,organism-based format,,CHEMBL2407032,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against intraerythrocytic Plasmodium falciparum 3D7 infected in human erythrocytes in fresh RPMI-1640 culture medium assessed as parasite growth inhibition after 96 hrs by microscopic analysis,3D7,,,,,,
CHEMBL2408989,,,302.42,0.0,0.57,HoPanAm-3,CCCCCNC(=O)CCCNC(=O)[C@H](O)C(C)(C)CO,IC50,'=',2200.0,nM,5.657577319,,,UO_0000065,0,CHEMBL2410785,organism-based format,,CHEMBL2407032,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against intraerythrocytic Plasmodium falciparum 3D7 infected in human erythrocytes in heat treated RPMI-1640 culture medium assessed as parasite growth inhibition after 96 hrs by microscopic analysis,3D7,,,,,,
CHEMBL203125,FOSMIDOMYCIN,3.0,183.1,0.0,-0.6,1,O=CN(O)CCCP(=O)(O)O,IC50,'=',3700.0,nM,5.431798276,,,UO_0000065,0,CHEMBL1832570,organism-based format,,CHEMBL1828585,1,Scientific Literature,J Med Chem,,Antimicrobial activity against chloroquine-resistant Plasmodium falciparum K1 infected in human erythrocytes assessed as inhibition of parasite replication,K1,,,,,,
CHEMBL367149,DOCONEXENT,3.0,328.5,1.0,6.55,DHA,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,IC50,'=',0.4,nM,9.397940009,,,UO_0000065,0,CHEMBL4017947,assay format,,CHEMBL4017462,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 measured after 72 hrs by DAPI staining based high throughput screening assay,3D7,,,,,,
CHEMBL570383,,,172.32,0.0,2.02,NCGC00093873-01,NCCCCCCCCCCN,IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267251,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum W2 after 72 hrs by SYBR green assay,W2,,,,,,
CHEMBL3144388,,,206.18,0.0,1.29,NCGC00094045-01,CC(C)C[C@H](N)CS.Cl.Cl,IC50,'=',15848.93,nM,4.800000053,,,UO_0000065,0,CHEMBL1267250,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum HB3 after 72 hrs by SYBR green assay,HB3,,,,,,
CHEMBL5411052,,,509.58,2.0,5.56,13j,CCCCCCCC(=O)OCOP(=O)(CCCC(=O)N(C)O)OCOC(=O)CCCCCCC,IC50,'=',30.0,nM,7.522878745,,,UO_0000065,0,CHEMBL5387098,organism-based format,,CHEMBL5385862,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against asexual blood stage Plasmodium falciparum K1 assessed as inhibition of parasitic growth,K1,,,,,,
CHEMBL3593459,,,475.54,1.0,7.45,4c,C/C=C/C=C/C=C/C[N+](C)(C)CCCCCCCCCCCCCC.[I-],IC50,'=',210.0,nM,6.677780705,,,UO_0000065,0,CHEMBL3594596,organism-based format,,CHEMBL3593187,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D10 assessed as inhibition of parasite growth after 72 hrs by parasite lactate dehydrogenase assay,D10,,,,,,
CHEMBL1256024,,,161.16,0.0,-0.78,NCGC00093578-01,NCCCS(=O)(=O)[O-].[Na+],IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267250,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum HB3 after 72 hrs by SYBR green assay,HB3,,,,,,
CHEMBL1134,DECAMETHONIUM BROMIDE,4.0,418.3,0.0,3.52,NCGC00093814-01,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],IC50,'=',794.33,nM,6.099999035,,,UO_0000065,0,CHEMBL1267247,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum D10 after 72 hrs by SYBR green assay,D10,,,,,,
CHEMBL434435,TETRAETHYLAMMONIUM CHLORIDE,-1.0,165.71,0.0,1.88,NCGC00094439-01,CC[N+](CC)(CC)CC.[Cl-],IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267246,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 7G8 after 72 hrs by SYBR green assay,7G8,,,,,,
CHEMBL434435,TETRAETHYLAMMONIUM CHLORIDE,-1.0,165.71,0.0,1.88,NCGC00094439-01,CC[N+](CC)(CC)CC.[Cl-],IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267250,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum HB3 after 72 hrs by SYBR green assay,HB3,,,,,,
CHEMBL4128508,,,467.75,1.0,4.43,1,CCCCCCCCCCCCCCCC(=O)N(CCCCNC(=N)N)CCCNC(=N)N,IC50,'=',12890.0,nM,4.889747083,,,UO_0000065,0,CHEMBL4119091,organism-based format,,CHEMBL4118022,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against Plasmodium falciparum 3D7 erythrocytic stage assessed as reduction in parasitic LDH activity measured after 48 hrs by colorimetric method,3D7,,,,,,
CHEMBL1134,DECAMETHONIUM BROMIDE,4.0,418.3,0.0,3.52,3h,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],IC50,'=',1700.0,nM,5.769551079,,,UO_0000065,0,CHEMBL1121089,organism-based format,,CHEMBL1158566,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 by micro dilution assay,3D7,,,,,,
CHEMBL4552192,,,451.5,0.0,2.16,19a,CCOC(=O)[C@@H](NP(=O)(CCCC(=O)N(C)O)N[C@H](C(=O)OCC)C(C)C)C(C)C,IC50,'=',12700.0,nM,4.896196279,,,UO_0000065,0,CHEMBL4424188,organism-based format,,CHEMBL4422657,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 infected in human erythrocytes measured after 72 hrs Malstat/NBT reagent based assay,K1,,,,,,
CHEMBL258981,,,197.13,0.0,-0.21,9,CN(O)C(=O)CCCP(=O)(O)O,IC50,'=',980.0,nM,6.008773924,,,UO_0000065,0,CHEMBL922680,organism-based format,,CHEMBL1143891,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 in infected human erythrocytes after 48 hrs,3D7,,,,,,
CHEMBL1951763,,,301.52,0.0,4.15,2,CCCCCCCCCCCCC[C@H](O)C[C@@H](O)[C@H](C)N,IC50,'=',17800.0,nM,4.749579998,,,UO_0000065,0,CHEMBL2039435,organism-based format,,CHEMBL2034950,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum D6 infected in O-positive human RBC assessed as [3H]-hypoxanthine incorporation after 48 hrs by scintillation counting,D6,,,,,,
CHEMBL417675,PALMIDROL,3.0,299.5,0.0,4.58,NCGC00024840-02,CCCCCCCCCCCCCCCC(=O)NCCO,IC50,'=',3162.28,nM,5.499999679,,,UO_0000065,0,CHEMBL1267251,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum W2 after 72 hrs by SYBR green assay,W2,,,,,,
CHEMBL1256182,,,281.02,0.0,-0.43,NCGC00093585-01,Br.Br.N=C(N)SCCN,IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267246,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 7G8 after 72 hrs by SYBR green assay,7G8,,,,,,
CHEMBL4207168,,,203.07,0.0,-0.47,12a,O=CN(O)C/C=C/P(=O)([O-])O.[Na+],IC50,'=',19.0,nM,7.721246399,,,UO_0000065,0,CHEMBL4201411,organism-based format,,CHEMBL4196192,1,Scientific Literature,J Med Chem,,Growth inhibition of Plasmodium falciparum 3D7 asynchronous cultures by PicoGreen dye based assay,3D7,,,,,,
CHEMBL447943,,,288.39,0.0,0.18,n-PanAm-3,CCCCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,IC50,'=',182000.0,nM,3.739928612,Outside typical range,,UO_0000065,0,CHEMBL2410786,organism-based format,,CHEMBL2407032,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against intraerythrocytic Plasmodium falciparum 3D7 infected in human erythrocytes in fresh RPMI-1640 culture medium assessed as parasite growth inhibition after 96 hrs by microscopic analysis,3D7,,,,,,
CHEMBL205338,FR-900098,,197.13,0.0,-0.21,"2, FR-900098",CC(=O)N(O)CCCP(=O)(O)O,IC50,'=',420.0,nM,6.37675071,,,UO_0000065,0,CHEMBL1118495,organism-based format,,CHEMBL1155443,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum K1 by micro dilution assay,K1,,,,,,
CHEMBL285629,,,522.71,2.0,5.2,NCGC00093938-01,CCCCCCCCCCCCCCCC(=O)NCC(COP(=O)([O-])OCC[N+](C)(C)C)OCC,IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267251,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum W2 after 72 hrs by SYBR green assay,W2,,,,,,
CHEMBL203125,FOSMIDOMYCIN,3.0,183.1,0.0,-0.6,1,O=CN(O)CCCP(=O)(O)O,IC50,'=',1730.0,nM,5.761953897,,,UO_0000065,0,CHEMBL1118495,organism-based format,,CHEMBL1155443,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum K1 by micro dilution assay,K1,,,,,,
CHEMBL203125,FOSMIDOMYCIN,3.0,183.1,0.0,-0.6,fosmidomycin,O=CN(O)CCCP(=O)(O)O,IC50,'=',360.0,nM,6.443697499,,,UO_0000065,0,CHEMBL860878,organism-based format,,CHEMBL1146140,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against Plasmodium falciparum Dd2,Dd2,,,,,,
CHEMBL1922604,,,219.11,0.0,-0.21,"B, mono Na+ salt",CC(=O)N(O)CCCP(=O)([O-])O.[Na+],IC50,'=',893.0,nM,6.049148541,,,UO_0000065,0,CHEMBL3407199,assay format,,CHEMBL3399940,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine and mefloquine-resistant Plasmodium falciparum Dd2 after 48 hrs by SYBR Green I assay,Dd2,,,,,,
CHEMBL261371,,,425.42,0.0,2.93,Bis(POM)-B,CC(=O)N(O)CCCP(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C,IC50,'=',272.0,nM,6.565431096,,,UO_0000065,0,CHEMBL3407199,assay format,,CHEMBL3399940,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine and mefloquine-resistant Plasmodium falciparum Dd2 after 48 hrs by SYBR Green I assay,Dd2,,,,,,
CHEMBL299988,,,262.13,0.0,0.57,NBP7,CCCCCC(O)(P(=O)(O)O)P(=O)(O)O,IC50,'=',130000.0,nM,3.886056648,Outside typical range,,UO_0000065,0,CHEMBL5150360,organism-based format,Erythrocyte,CHEMBL5149966,1,Scientific Literature,J Med Chem,CHEMBL3833281,Antiparasitic activity against Plasmodium falciparum 3D7 infected in human erythrocyte assessed as intraerythrocytic growth inhibition incubated for 24 hrs followed by [3H]hypoxanthine addition by microbeta scintillation counter analysis,3D7,,,,,,
CHEMBL1256182,,,281.02,0.0,-0.43,NCGC00093585-01,Br.Br.N=C(N)SCCN,IC50,'=',15848.93,nM,4.800000053,,,UO_0000065,0,CHEMBL1267249,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum GB4 after 72 hrs by SYBR green assay,GB4,,,,,,
CHEMBL1256182,,,281.02,0.0,-0.43,NCGC00093585-01,Br.Br.N=C(N)SCCN,IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267247,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum D10 after 72 hrs by SYBR green assay,D10,,,,,,
CHEMBL1134,DECAMETHONIUM BROMIDE,4.0,418.3,0.0,3.52,NCGC00093814-01,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],IC50,'=',1000.0,nM,6.0,,,UO_0000065,0,CHEMBL1267251,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum W2 after 72 hrs by SYBR green assay,W2,,,,,,
CHEMBL367149,DOCONEXENT,3.0,328.5,1.0,6.55,DHA,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,IC50,'=',0.43,nM,9.366531544,,,UO_0000065,0,CHEMBL4017948,assay format,,CHEMBL4017462,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum Dd2 measured after 72 hrs by DAPI staining based high throughput screening assay,Dd2,,,,,,
CHEMBL88621,,,169.07,0.0,-1.42,APPA,NC(CP(=O)(O)O)C(=O)O,IC50,'=',84.4,nM,7.073657553,,,UO_0000065,0,CHEMBL1112873,organism-based format,,CHEMBL1157896,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human erythrocytes after 48 hrs by flow-cytometry,W2,,,,,,
CHEMBL964,DISULFIRAM,4.0,296.55,0.0,3.62,NCGC00094423-01,CCN(CC)C(=S)SSC(=S)N(CC)CC,IC50,'=',3981.07,nM,5.400000186,,,UO_0000065,0,CHEMBL1267249,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum GB4 after 72 hrs by SYBR green assay,GB4,,,,,,
CHEMBL434435,TETRAETHYLAMMONIUM CHLORIDE,-1.0,165.71,0.0,1.88,NCGC00094439-01,CC[N+](CC)(CC)CC.[Cl-],IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267245,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum 3D7 after 72 hrs by SYBR green assay,3D7,,,,,,
CHEMBL494887,TETRAISOPROPYL PYROPHOSPHORAMIDE,,342.36,0.0,3.21,NCGC00094438-01,CC(C)NP(=O)(NC(C)C)OP(=O)(NC(C)C)NC(C)C,IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267250,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum HB3 after 72 hrs by SYBR green assay,HB3,,,,,,
CHEMBL1951765,,,315.54,0.0,4.41,5,CCCCCCCCCCCCC[C@H](O)C[C@H](O)[C@H](C)NC,IC50,'=',4700.0,nM,5.327902142,,,UO_0000065,0,CHEMBL2039435,organism-based format,,CHEMBL2034950,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum D6 infected in O-positive human RBC assessed as [3H]-hypoxanthine incorporation after 48 hrs by scintillation counting,D6,,,,,,
CHEMBL4556237,,,451.5,0.0,2.16,19f,COC(=O)[C@H](CC(C)C)NP(=O)(CCCC(=O)N(C)O)N[C@@H](CC(C)C)C(=O)OC,IC50,'=',1760.0,nM,5.754487332,,,UO_0000065,0,CHEMBL4424188,organism-based format,,CHEMBL4422657,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 infected in human erythrocytes measured after 72 hrs Malstat/NBT reagent based assay,K1,,,,,,
CHEMBL2164257,FOSMIDOMYCIN SODIUM,,205.08,0.0,-0.6,1,O=CN(O)CCCP(=O)([O-])O.[Na+],IC50,'=',810.0,nM,6.091514981,,,UO_0000065,0,CHEMBL2167525,organism-based format,,CHEMBL2163278,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum Dd2 incubated for 3 days by HRP2 detection based ELISA method,Dd2,,,,,,
CHEMBL54004,,,318.24,0.0,2.13,NBP8,CCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,IC50,'=',830.0,nM,6.080921908,,,UO_0000065,0,CHEMBL5150360,organism-based format,Erythrocyte,CHEMBL5149966,1,Scientific Literature,J Med Chem,CHEMBL3833281,Antiparasitic activity against Plasmodium falciparum 3D7 infected in human erythrocyte assessed as intraerythrocytic growth inhibition incubated for 24 hrs followed by [3H]hypoxanthine addition by microbeta scintillation counter analysis,3D7,,,,,,
CHEMBL161343,ARACHIDONOYL GLYCINE,,361.53,1.0,5.33,NCGC00093582-01,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCC(=O)O,IC50,'=',12589.25,nM,4.900000142,,,UO_0000065,0,CHEMBL1267247,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum D10 after 72 hrs by SYBR green assay,D10,,,,,,
CHEMBL1134,DECAMETHONIUM BROMIDE,4.0,418.3,0.0,3.52,NCGC00093814-01,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-],IC50,'=',10000.0,nM,5.0,,,UO_0000065,0,CHEMBL1267248,organism-based format,,CHEMBL1255382,1,Scientific Literature,Nat Chem Biol,,Antiplasmodial activity against Plasmodium falciparum Dd2 after 72 hrs by SYBR green assay,Dd2,,,,,,
