Chemical,Count
CHEMBL3338032,1
CHEMBL3319140,1
CHEMBL3319137,1
CHEMBL3319130,1
CHEMBL3326564,1
CHEMBL4645747,4
CHEMBL4647566,4
CHEMBL4796502,2
CHEMBL3941858,2
CHEMBL3342260,2
CHEMBL3309529,2
CHEMBL4213344,1
CHEMBL4218661,1
CHEMBL107867,1
CHEMBL1215307,1
CHEMBL1212959,1
CHEMBL389218,1
CHEMBL3883770,1
CHEMBL1214458,1
CHEMBL3315005,1
CHEMBL2024109,1
CHEMBL4639342,2
CHEMBL3601448,1
CHEMBL3617676,2
CHEMBL2374207,1
CHEMBL5204238,1
CHEMBL592449,1
CHEMBL2334371,1
CHEMBL4527573,2
CHEMBL2022209,1
CHEMBL2022215,1
CHEMBL2022221,1
CHEMBL4450315,2
CHEMBL1289003,1
CHEMBL4635507,2
CHEMBL4637090,4
CHEMBL4648678,4
CHEMBL4649202,4
CHEMBL4633934,1
CHEMBL4638364,1
CHEMBL4644159,4
CHEMBL4554944,2
CHEMBL4854035,2
CHEMBL4878008,2
CHEMBL1200795,9
CHEMBL2030309,1
CHEMBL2030323,1
CHEMBL2030007,1
CHEMBL2030004,1
CHEMBL2024434,2
CHEMBL2024436,2
CHEMBL2024440,2
CHEMBL3819340,2
CHEMBL2030044,1
CHEMBL2030330,1
CHEMBL4639326,4
CHEMBL4643264,4
CHEMBL1173475,7
CHEMBL4648084,1
CHEMBL237931,1
CHEMBL2023449,2
CHEMBL3581490,1
CHEMBL3581499,2
CHEMBL4644326,1
CHEMBL1173449,1
CHEMBL1171272,1
CHEMBL5413001,1
CHEMBL5425479,1
CHEMBL5290238,1
CHEMBL5432548,2
CHEMBL4593333,1
CHEMBL4447618,1
CHEMBL4763382,1
CHEMBL4742965,1
CHEMBL5201073,1
CHEMBL5177013,1
CHEMBL5398379,2
CHEMBL5397701,2
CHEMBL4530341,2
CHEMBL4748263,2
CHEMBL3581618,1
CHEMBL3581486,2
CHEMBL3589933,1
CHEMBL99,3
CHEMBL2414899,1
CHEMBL2430916,1
CHEMBL4759602,2
CHEMBL4752299,1
CHEMBL4758933,1
CHEMBL4757215,2
CHEMBL2442154,2
CHEMBL4633661,1
CHEMBL4648406,1
CHEMBL1079520,1
CHEMBL1079521,1
CHEMBL1078760,1
CHEMBL1258434,1
CHEMBL1215381,1
CHEMBL1215458,1
CHEMBL1215532,1
CHEMBL2408982,1
CHEMBL2408992,1
CHEMBL597625,1
CHEMBL1076011,1
CHEMBL1214463,1
CHEMBL587503,1
CHEMBL2386194,1
CHEMBL1277993,1
CHEMBL2029757,1
CHEMBL2029761,1
CHEMBL3581480,1
CHEMBL1761274,2
CHEMBL2203515,1
CHEMBL598404,1
CHEMBL598180,1
CHEMBL601914,1
CHEMBL2314625,1
CHEMBL1083219,1
CHEMBL1094403,1
CHEMBL1099121,1
CHEMBL501353,1
CHEMBL509559,1
CHEMBL4776278,1
CHEMBL4755329,1
CHEMBL4063338,1
CHEMBL1669713,1
CHEMBL4436687,1
CHEMBL4444704,1
CHEMBL4090011,1
CHEMBL3818864,2
CHEMBL5311843,3
CHEMBL5312678,3
CHEMBL4084973,1
CHEMBL5311894,3
CHEMBL4436660,1
CHEMBL4284947,1
CHEMBL4293198,1
CHEMBL4293277,1
CHEMBL4293660,1
CHEMBL4285784,2
CHEMBL4282170,1
CHEMBL4240668,2
CHEMBL5311402,2
CHEMBL5072645,3
CHEMBL2063625,2
CHEMBL2057819,1
CHEMBL1668754,1
CHEMBL5312352,4
CHEMBL5314095,3
CHEMBL5310762,4
CHEMBL5310670,3
CHEMBL5310083,3
CHEMBL5313520,4
CHEMBL2088292,2
CHEMBL2030030,1
CHEMBL4474145,1
CHEMBL4238777,1
CHEMBL5271194,1
CHEMBL3759744,2
CHEMBL4780455,1
CHEMBL4754317,1
CHEMBL4741392,1
CHEMBL4756227,1
CHEMBL4792759,1
CHEMBL4792015,1
CHEMBL1812880,1
CHEMBL1813068,1
CHEMBL4794183,2
CHEMBL4083259,1
CHEMBL2041098,1
CHEMBL3417440,1
CHEMBL3417432,1
CHEMBL1641676,2
CHEMBL593010,2
CHEMBL4536392,1
CHEMBL3577239,1
CHEMBL1643748,1
CHEMBL1644944,2
CHEMBL33256,2
CHEMBL1643747,1
CHEMBL1643753,1
CHEMBL334234,1
CHEMBL4438337,1
CHEMBL4571374,1
CHEMBL3409901,1
CHEMBL3409897,1
CHEMBL4540861,1
CHEMBL4445252,2
CHEMBL4565928,2
CHEMBL136256,1
CHEMBL139479,2
CHEMBL4536832,1
CHEMBL4522703,1
CHEMBL4544670,1
CHEMBL4765105,1
CHEMBL203854,1
CHEMBL4645638,1
CHEMBL4635523,1
CHEMBL4087257,1
CHEMBL580059,1
CHEMBL4062637,2
CHEMBL1905600,1
CHEMBL2442610,1
CHEMBL145251,4
CHEMBL2063629,2
CHEMBL2071264,2
CHEMBL3628970,1
CHEMBL1088962,1
CHEMBL1088968,1
CHEMBL1088523,1
CHEMBL1094284,1
CHEMBL3416736,1
CHEMBL3416742,1
CHEMBL3416743,1
CHEMBL1088952,1
CHEMBL1088954,1
CHEMBL1288764,2
CHEMBL1290201,2
CHEMBL1290485,1
CHEMBL1288845,1
CHEMBL1289161,1
CHEMBL1288844,1
CHEMBL227903,1
CHEMBL3417362,1
CHEMBL3409906,1
CHEMBL2087251,1
CHEMBL2087252,1
CHEMBL5175601,1
CHEMBL5178451,2
CHEMBL3924927,2
CHEMBL1956290,2
CHEMBL1200392,4
CHEMBL2367863,1
CHEMBL1257006,1
CHEMBL1257007,1
CHEMBL1256518,1
CHEMBL1097092,1
CHEMBL2251240,1
CHEMBL1257068,2
CHEMBL5289705,2
CHEMBL1213794,1
CHEMBL1082725,1
CHEMBL1213511,1
CHEMBL465295,1
CHEMBL3918277,1
CHEMBL3985684,2
CHEMBL3925426,2
CHEMBL5220570,2
CHEMBL5218774,2
CHEMBL5221115,2
CHEMBL5218927,2
CHEMBL5219083,2
CHEMBL5287398,2
CHEMBL1917683,1
CHEMBL1944820,1
CHEMBL68178,1
CHEMBL2030315,1
CHEMBL139374,1
CHEMBL2113968,1
CHEMBL2113976,1
CHEMBL3706809,1
CHEMBL600687,1
CHEMBL590127,1
CHEMBL356811,2
CHEMBL5309888,2
CHEMBL5311253,4
CHEMBL2181338,1
CHEMBL1077519,1
CHEMBL1078459,1
CHEMBL329354,2
CHEMBL2041099,1
CHEMBL176787,1
CHEMBL361638,1
CHEMBL94429,1
CHEMBL2030290,1
CHEMBL2030293,1
CHEMBL2030325,1
CHEMBL5437764,2
CHEMBL5418171,2
CHEMBL3221162,1
CHEMBL469648,1
CHEMBL2087248,1
CHEMBL2087254,1
CHEMBL2087260,1
CHEMBL2113964,1
CHEMBL2113981,1
CHEMBL2113932,1
CHEMBL2089248,2
CHEMBL2089232,2
CHEMBL2089237,2
CHEMBL258765,6
CHEMBL4069571,2
CHEMBL4061435,2
CHEMBL4093666,1
CHEMBL5021103,5
CHEMBL4987022,4
CHEMBL5007962,4
CHEMBL5001249,5
CHEMBL5017039,3
CHEMBL4984823,4
CHEMBL5191320,2
CHEMBL5193417,1
CHEMBL3092108,1
CHEMBL5184837,2
CHEMBL4967583,4
CHEMBL4991368,3
CHEMBL477442,1
CHEMBL4995824,4
CHEMBL5005166,3
CHEMBL1834213,1
CHEMBL2153158,2
CHEMBL5169854,1
CHEMBL5178367,2
CHEMBL5209415,1
CHEMBL5078055,2
CHEMBL5076570,2
CHEMBL428,7
CHEMBL4635270,2
CHEMBL5276915,1
CHEMBL5267679,1
CHEMBL3261728,1
CHEMBL5271798,1
CHEMBL2391090,2
CHEMBL5182500,2
CHEMBL2391252,1
CHEMBL4749310,1
CHEMBL4763559,1
CHEMBL4791404,1
CHEMBL3343689,1
CHEMBL3589914,1
CHEMBL166256,1
CHEMBL2030055,2
CHEMBL1290153,1
CHEMBL2030032,1
CHEMBL2030040,1
CHEMBL2030059,1
CHEMBL195752,1
CHEMBL5022013,4
CHEMBL4928063,3
CHEMBL5014733,4
CHEMBL4952500,3
CHEMBL184280,1
CHEMBL317958,1
CHEMBL329816,1
CHEMBL317348,1
CHEMBL396474,1
CHEMBL230955,1
CHEMBL228147,1
CHEMBL227465,1
CHEMBL389221,1
CHEMBL357254,1
CHEMBL5011155,5
CHEMBL4889055,4
CHEMBL4951544,3
CHEMBL4903619,4
CHEMBL137846,1
CHEMBL4948220,4
CHEMBL1917679,1
CHEMBL2441613,1
CHEMBL2414265,2
CHEMBL2408796,2
CHEMBL5266326,2
CHEMBL3221778,1
CHEMBL2181483,2
CHEMBL2426547,1
CHEMBL2414896,1
CHEMBL3215933,1
CHEMBL3215934,1
CHEMBL2435435,1
CHEMBL586456,1
CHEMBL5190319,2
CHEMBL2036059,1
CHEMBL2063015,2
CHEMBL1773678,1
CHEMBL442947,1
CHEMBL1770920,1
CHEMBL1780017,1
CHEMBL1813071,1
CHEMBL3132901,1
CHEMBL3132914,1
CHEMBL3132913,1
CHEMBL3132912,1
CHEMBL3132909,1
CHEMBL3132905,1
CHEMBL4556898,1
CHEMBL4533343,1
CHEMBL4554126,1
CHEMBL4445607,1
CHEMBL5309258,3
CHEMBL2418055,1
CHEMBL1289882,2
CHEMBL5414934,2
CHEMBL358287,1
CHEMBL5209326,2
CHEMBL4101142,1
CHEMBL4087746,1
CHEMBL5193010,1
CHEMBL1928842,1
CHEMBL4095969,1
CHEMBL532011,1
CHEMBL4065931,1
CHEMBL528502,1
CHEMBL4074557,1
CHEMBL4101275,1
CHEMBL580701,1
CHEMBL4590587,1
CHEMBL217786,2
CHEMBL2263229,2
CHEMBL2046605,1
CHEMBL4564453,1
CHEMBL4561773,1
CHEMBL4561196,1
CHEMBL4571885,1
CHEMBL4281113,1
CHEMBL4285987,1
CHEMBL4281447,1
CHEMBL5272942,3
CHEMBL2237706,2
CHEMBL2237712,1
CHEMBL2237689,2
CHEMBL4160829,1
CHEMBL5427493,2
CHEMBL5421484,2
CHEMBL4161428,1
CHEMBL591637,2
CHEMBL4286136,1
CHEMBL2208225,1
CHEMBL253717,5
CHEMBL5197321,1
CHEMBL5199085,1
CHEMBL5074607,2
CHEMBL2391096,2
CHEMBL2391092,1
CHEMBL4285008,2
CHEMBL3925968,2
CHEMBL4278441,2
CHEMBL1321310,2
CHEMBL2391242,2
CHEMBL5070419,1
CHEMBL5091816,1
CHEMBL2398507,1
CHEMBL4546538,1
CHEMBL5088974,2
CHEMBL5199291,1
CHEMBL5173877,2
CHEMBL2391943,1
CHEMBL2391961,1
CHEMBL4467123,2
CHEMBL4564002,2
CHEMBL1910156,1
CHEMBL4472785,2
CHEMBL4470645,2
CHEMBL4560172,1
CHEMBL4864373,2
CHEMBL4860386,2
CHEMBL4852812,2
CHEMBL4873325,1
CHEMBL3634139,1
CHEMBL3634149,1
CHEMBL1290044,1
CHEMBL4589398,1
CHEMBL5287020,3
CHEMBL4534852,1
CHEMBL5023206,3
CHEMBL5004866,3
CHEMBL572368,1
CHEMBL2180992,1
CHEMBL3634143,1
CHEMBL4865588,2
CHEMBL3221173,1
CHEMBL3401424,1
CHEMBL3417442,1
CHEMBL2314145,1
CHEMBL4075894,1
CHEMBL5002873,4
CHEMBL4068384,1
CHEMBL4467899,2
CHEMBL1823926,1
CHEMBL546162,1
CHEMBL3401414,1
CHEMBL2386132,1
CHEMBL458701,1
CHEMBL4574287,1
CHEMBL3408759,1
CHEMBL4544917,1
CHEMBL3335112,2
CHEMBL3621580,1
CHEMBL4290452,1
CHEMBL3409900,1
CHEMBL4078007,2
CHEMBL5439518,2
CHEMBL5313739,4
CHEMBL3581803,1
CHEMBL2181342,1
CHEMBL4644177,1
CHEMBL4645798,1
CHEMBL4645714,1
CHEMBL4647241,1
CHEMBL4636674,1
CHEMBL998,7
CHEMBL328710,6
CHEMBL431733,7
CHEMBL445102,7
CHEMBL1448,14
CHEMBL1256667,3
CHEMBL3338913,2
CHEMBL5309642,3
CHEMBL3116363,1
CHEMBL3116378,1
CHEMBL53898,7
CHEMBL71752,6
CHEMBL1200757,1
CHEMBL1696,7
CHEMBL501701,6
CHEMBL3298603,2
CHEMBL3361343,2
CHEMBL1255620,1
CHEMBL1824449,1
CHEMBL2403408,1
CHEMBL2403394,1
CHEMBL4279738,1
CHEMBL4290251,1
CHEMBL1213959,1
CHEMBL91664,1
CHEMBL3581482,2
CHEMBL3581500,2
CHEMBL3581487,2
CHEMBL3786476,2
CHEMBL4863267,2
CHEMBL4873869,2
CHEMBL4866408,1
CHEMBL5437766,2
CHEMBL2314406,1
CHEMBL452252,2
CHEMBL5310503,3
CHEMBL5312316,3
CHEMBL5310737,4
CHEMBL2337294,1
CHEMBL2336169,2
CHEMBL1738786,1
CHEMBL14762,8
CHEMBL1671,7
CHEMBL4159431,1
CHEMBL554190,14
CHEMBL464538,14
CHEMBL26915,6
CHEMBL78150,7
CHEMBL97760,5
CHEMBL1256689,7
CHEMBL165,2
CHEMBL1256701,3
CHEMBL4066100,1
CHEMBL4064420,2
CHEMBL2207879,1
CHEMBL201515,2
CHEMBL182971,1
CHEMBL4641047,1
CHEMBL4640440,1
CHEMBL460418,2
CHEMBL4130250,1
CHEMBL1082607,7
CHEMBL554054,6
CHEMBL1256020,6
CHEMBL1542,5
CHEMBL2334427,1
CHEMBL2334425,1
CHEMBL2338120,1
CHEMBL5407096,2
CHEMBL5396997,2
CHEMBL5313528,3
CHEMBL3127938,1
CHEMBL3132898,1
CHEMBL3132897,1
CHEMBL3132917,1
CHEMBL3132908,1
CHEMBL3132920,1
CHEMBL3758943,3
CHEMBL542493,7
CHEMBL1256697,5
CHEMBL1201023,5
CHEMBL1256687,7
CHEMBL1071,6
CHEMBL1256841,3
CHEMBL6206,2
CHEMBL1256702,2
CHEMBL490129,7
CHEMBL1256752,7
CHEMBL1116,7
CHEMBL1534525,7
CHEMBL28564,7
CHEMBL329577,1
CHEMBL1256760,6
CHEMBL1256659,7
CHEMBL3221164,1
CHEMBL3221167,1
CHEMBL134980,1
CHEMBL4548998,2
CHEMBL4546777,2
CHEMBL4483547,1
CHEMBL4555323,1
CHEMBL4473776,2
CHEMBL4459470,2
CHEMBL4444771,2
CHEMBL3603883,1
CHEMBL3037959,1
CHEMBL4461106,1
CHEMBL3601866,1
CHEMBL585237,1
CHEMBL3601598,1
CHEMBL53370,1
CHEMBL4856394,1
CHEMBL4869345,1
CHEMBL4862830,2
CHEMBL302151,1
CHEMBL3628221,2
CHEMBL85223,3
CHEMBL378915,1
CHEMBL380349,1
CHEMBL3604378,2
CHEMBL2029591,1
CHEMBL2029595,1
CHEMBL2029764,1
CHEMBL3581833,1
CHEMBL3581820,1
CHEMBL3581801,1
CHEMBL3581796,1
CHEMBL2381687,2
CHEMBL1275866,1
CHEMBL1276830,1
CHEMBL391515,2
CHEMBL2408817,2
CHEMBL3353306,1
CHEMBL236563,2
CHEMBL533667,1
CHEMBL2391093,1
CHEMBL2391091,1
CHEMBL2391245,1
CHEMBL1277226,1
CHEMBL1240,7
CHEMBL1200902,6
CHEMBL641,4
CHEMBL1200948,6
CHEMBL1200450,4
CHEMBL1256814,6
CHEMBL1271565,2
CHEMBL2146551,2
CHEMBL2030015,1
CHEMBL2036056,1
CHEMBL2036057,1
CHEMBL3581292,1
CHEMBL3581288,1
CHEMBL1289393,1
CHEMBL511692,1
CHEMBL3221139,1
CHEMBL3221159,1
CHEMBL45281,7
CHEMBL21241,2
CHEMBL3581830,1
CHEMBL3581819,1
CHEMBL1224512,6
CHEMBL1117,14
CHEMBL3581343,1
CHEMBL1256663,7
CHEMBL1256842,5
CHEMBL1200479,7
CHEMBL935,14
CHEMBL1256696,6
CHEMBL129795,8
CHEMBL275938,5
CHEMBL285819,6
CHEMBL428647,15
CHEMBL378544,14
CHEMBL1409,6
CHEMBL3187985,7
CHEMBL296586,9
CHEMBL3216054,3
CHEMBL1256753,7
CHEMBL1256661,7
CHEMBL102714,5
CHEMBL3221776,1
CHEMBL3221766,2
CHEMBL3127937,1
CHEMBL3127934,1
CHEMBL4207081,2
CHEMBL3581501,2
CHEMBL3634142,1
CHEMBL60796,3
CHEMBL1290154,1
CHEMBL1288841,1
CHEMBL1288840,1
CHEMBL221655,6
CHEMBL3601449,1
CHEMBL3353307,1
CHEMBL3221787,1
CHEMBL3220265,1
CHEMBL3220272,1
CHEMBL3220273,1
CHEMBL3220278,1
CHEMBL3220283,1
CHEMBL3220287,1
CHEMBL3354296,1
CHEMBL3354293,1
CHEMBL3354288,1
CHEMBL204432,1
CHEMBL1593765,6
CHEMBL1405,5
CHEMBL1200561,7
CHEMBL2089246,2
CHEMBL530160,3
CHEMBL3288198,1
CHEMBL2391241,2
CHEMBL5022370,4
CHEMBL3353925,1
CHEMBL4952849,3
CHEMBL4980720,2
CHEMBL4902391,5
CHEMBL4890308,3
CHEMBL5008524,4
CHEMBL4172272,2
CHEMBL4164515,1
CHEMBL3353310,1
CHEMBL3353316,1
CHEMBL4160029,2
CHEMBL4159174,1
CHEMBL5000185,2
CHEMBL4988627,4
CHEMBL3581827,1
CHEMBL535502,1
CHEMBL3581798,1
CHEMBL202,1
CHEMBL3603972,1
CHEMBL3604113,1
CHEMBL3604008,1
CHEMBL3604006,1
CHEMBL4956432,4
CHEMBL3604004,1
CHEMBL3603997,1
CHEMBL3603995,1
CHEMBL4893154,4
CHEMBL4954707,2
CHEMBL4923825,3
CHEMBL5001223,3
CHEMBL4927115,4
CHEMBL5018439,4
CHEMBL4948633,4
CHEMBL1198905,2
CHEMBL1172874,1
CHEMBL4785056,1
CHEMBL4741641,1
CHEMBL4781909,1
CHEMBL182888,1
CHEMBL365549,1
CHEMBL3132896,1
CHEMBL3132862,1
CHEMBL5279896,1
CHEMBL3120284,1
CHEMBL5277791,1
CHEMBL5267202,1
CHEMBL5289472,1
CHEMBL5278844,3
CHEMBL2062886,2
CHEMBL2407194,1
CHEMBL3127932,1
CHEMBL5180720,1
CHEMBL3132899,1
CHEMBL3127255,2
CHEMBL3603880,1
CHEMBL3603885,1
CHEMBL3603899,1
CHEMBL5085274,2
CHEMBL2418038,1
CHEMBL3707184,1
CHEMBL2418052,1
CHEMBL3217056,1
CHEMBL3116034,1
CHEMBL3581340,1
CHEMBL5091547,2
CHEMBL5079038,2
CHEMBL3617333,1
CHEMBL3617337,1
CHEMBL5172359,1
CHEMBL3612291,1
CHEMBL1170012,1
CHEMBL5198999,1
CHEMBL3426262,4
CHEMBL1852652,2
CHEMBL5200968,2
CHEMBL3084645,1
CHEMBL443728,4
CHEMBL3392292,1
CHEMBL1256979,1
CHEMBL1863845,1
CHEMBL298470,5
CHEMBL5281453,1
CHEMBL5280033,1
CHEMBL3604374,2
CHEMBL5284641,1
CHEMBL5283817,2
CHEMBL3612289,1
CHEMBL5276577,1
CHEMBL5280889,2
CHEMBL3220291,1
CHEMBL4170285,1
CHEMBL1187001,1
CHEMBL2059372,1
CHEMBL3758907,3
CHEMBL1706506,5
CHEMBL3289813,2
CHEMBL56585,4
CHEMBL1200633,12
CHEMBL308333,7
CHEMBL1725279,5
CHEMBL7917,7
CHEMBL126077,9
CHEMBL1677,7
CHEMBL1082832,2
CHEMBL434063,3
CHEMBL1255664,4
CHEMBL327708,1
CHEMBL1255796,2
CHEMBL63329,2
CHEMBL1480516,7
CHEMBL2028085,6
CHEMBL928,6
CHEMBL45245,2
CHEMBL3216363,7
CHEMBL1255944,1
CHEMBL299613,1
CHEMBL2146146,2
CHEMBL538798,2
CHEMBL88553,5
CHEMBL207179,1
CHEMBL198051,1
CHEMBL197886,1
CHEMBL94,6
CHEMBL593781,7
CHEMBL1200606,3
CHEMBL425990,1
CHEMBL374418,1
CHEMBL219031,1
CHEMBL2331690,1
CHEMBL1277911,1
CHEMBL465226,2
CHEMBL464825,1
CHEMBL4071956,1
CHEMBL4083758,2
CHEMBL2374078,7
CHEMBL1946696,1
CHEMBL1946887,1
CHEMBL74300,6
CHEMBL109405,1
CHEMBL191734,2
CHEMBL3426261,4
CHEMBL1928653,1
CHEMBL3815119,1
CHEMBL1256879,5
CHEMBL517229,1
CHEMBL1213729,1
CHEMBL119701,2
CHEMBL1094992,2
CHEMBL389344,2
CHEMBL1213730,1
CHEMBL1214040,1
CHEMBL1214109,1
CHEMBL4637565,1
CHEMBL2064265,1
CHEMBL501868,1
CHEMBL2207907,1
CHEMBL4857256,1
CHEMBL443178,1
CHEMBL468757,1
CHEMBL4868855,2
CHEMBL4869901,1
CHEMBL4865497,1
CHEMBL261059,1
CHEMBL259792,1
CHEMBL410334,2
CHEMBL236690,1
CHEMBL2337381,1
CHEMBL3264503,6
CHEMBL343692,2
CHEMBL2334005,1
CHEMBL2334026,1
CHEMBL2337375,1
CHEMBL484328,1
CHEMBL1253351,2
CHEMBL12014,8
CHEMBL1200822,2
CHEMBL3899075,1
CHEMBL76904,3
CHEMBL202701,3
CHEMBL3925001,1
CHEMBL284237,4
CHEMBL527,3
CHEMBL1569,2
CHEMBL1256686,14
CHEMBL1201156,7
CHEMBL1200323,6
CHEMBL1133,7
CHEMBL16687,4
CHEMBL1256985,2
CHEMBL288174,6
CHEMBL1256955,5
CHEMBL1256913,6
CHEMBL1200560,7
CHEMBL535286,3
CHEMBL3637899,1
CHEMBL2316809,2
CHEMBL2316804,1
CHEMBL2316522,2
CHEMBL602219,1
CHEMBL2322506,1
CHEMBL4069353,1
CHEMBL4068842,1
CHEMBL4100499,2
CHEMBL4091806,2
CHEMBL4064284,2
CHEMBL4100572,2
CHEMBL4066457,2
CHEMBL4080502,2
CHEMBL2322981,2
CHEMBL2314407,1
CHEMBL569864,6
CHEMBL2314647,1
CHEMBL2314632,1
CHEMBL2316666,1
CHEMBL2316653,1
CHEMBL2316652,1
CHEMBL1851615,1
CHEMBL1852279,1
CHEMBL1237054,2
CHEMBL53463,1
CHEMBL3601840,2
CHEMBL3601850,1
CHEMBL3215684,1
CHEMBL1946929,1
CHEMBL1946884,1
CHEMBL2207701,1
CHEMBL2207694,1
CHEMBL2334387,2
CHEMBL3219153,9
CHEMBL4877388,1
CHEMBL1813069,1
CHEMBL3338054,2
CHEMBL2012823,2
CHEMBL486179,1
CHEMBL3217019,1
CHEMBL2324441,1
CHEMBL220818,2
CHEMBL2374205,1
CHEMBL226715,3
CHEMBL237994,1
CHEMBL376236,1
CHEMBL381463,1
CHEMBL2177353,1
CHEMBL1946826,1
CHEMBL7005,2
CHEMBL4798356,1
CHEMBL4800473,1
CHEMBL120711,1
CHEMBL1707,7
CHEMBL193,5
CHEMBL1620,4
CHEMBL4790518,1
CHEMBL18132,1
CHEMBL1200791,4
CHEMBL380797,3
CHEMBL258805,7
CHEMBL440765,4
CHEMBL479234,2
CHEMBL1200418,6
CHEMBL578741,14
CHEMBL1256647,14
CHEMBL1428,7
CHEMBL554891,1
CHEMBL3356378,2
CHEMBL1237135,7
CHEMBL1200873,2
CHEMBL295212,4
CHEMBL308954,5
CHEMBL568601,1
CHEMBL4105176,1
CHEMBL4073686,1
CHEMBL4064623,1
CHEMBL4078238,1
CHEMBL581728,1
CHEMBL581434,1
CHEMBL191843,1
CHEMBL370298,1
CHEMBL4104709,1
CHEMBL504183,1
CHEMBL520624,1
CHEMBL443659,2
CHEMBL34431,6
CHEMBL1200469,7
CHEMBL1204337,5
CHEMBL561438,1
CHEMBL1698,3
CHEMBL310798,7
CHEMBL1276308,7
CHEMBL1062,2
CHEMBL1256364,7
CHEMBL42,5
CHEMBL280065,7
CHEMBL1200326,7
CHEMBL4792658,1
CHEMBL4786886,1
CHEMBL4762813,1
CHEMBL4759429,1
CHEMBL1235242,5
CHEMBL484928,2
CHEMBL932,8
CHEMBL263972,15
CHEMBL543876,7
CHEMBL391997,7
CHEMBL384903,7
CHEMBL51085,7
CHEMBL559612,7
CHEMBL538542,7
CHEMBL323356,6
CHEMBL1256917,7
CHEMBL249474,1
CHEMBL204300,1
CHEMBL557665,1
CHEMBL50300,3
CHEMBL8747,7
CHEMBL47814,1
CHEMBL494887,2
CHEMBL1255749,4
CHEMBL1113,7
CHEMBL1256924,4
CHEMBL135989,1
CHEMBL2368222,1
CHEMBL492924,1
CHEMBL4161239,1
CHEMBL501933,4
CHEMBL71659,2
CHEMBL492920,1
CHEMBL199799,1
CHEMBL495688,1
CHEMBL519745,1
CHEMBL2368405,1
CHEMBL203118,1
CHEMBL221531,2
CHEMBL444201,1
CHEMBL465559,2
CHEMBL517042,2
CHEMBL1092,7
CHEMBL1627290,1
CHEMBL539313,4
CHEMBL1257008,1
CHEMBL1257131,1
CHEMBL534232,1
CHEMBL1256719,5
CHEMBL1214773,1
CHEMBL1214847,1
CHEMBL1214987,1
CHEMBL1214670,1
CHEMBL1215630,1
CHEMBL1215631,1
CHEMBL1215063,1
CHEMBL1215569,1
CHEMBL1215423,1
CHEMBL1214454,1
CHEMBL1214459,1
CHEMBL3108885,2
CHEMBL1214817,1
CHEMBL1215696,1
CHEMBL1215764,1
CHEMBL1214462,1
CHEMBL1214512,1
CHEMBL1086478,1
CHEMBL1956285,4
CHEMBL1256698,7
CHEMBL441618,7
CHEMBL4967968,4
CHEMBL5019322,3
CHEMBL4909449,4
CHEMBL3799415,1
CHEMBL1482630,3
CHEMBL319244,7
CHEMBL4980566,5
CHEMBL4921532,3
CHEMBL4931168,4
CHEMBL632,5
CHEMBL4964090,3
CHEMBL4920363,4
CHEMBL5001623,4
CHEMBL4949743,4
CHEMBL4943877,4
CHEMBL4924299,5
CHEMBL4888787,4
CHEMBL4982051,4
CHEMBL4921972,4
CHEMBL1256715,7
CHEMBL1256478,6
CHEMBL157101,7
CHEMBL1200750,7
CHEMBL672,7
CHEMBL1456417,7
CHEMBL4895640,4
CHEMBL1275788,1
CHEMBL1277829,1
CHEMBL379005,1
CHEMBL587050,1
CHEMBL1254709,3
CHEMBL389893,1
CHEMBL1172965,1
CHEMBL1289616,1
CHEMBL452663,2
CHEMBL3969652,1
CHEMBL3962244,1
CHEMBL3901662,1
CHEMBL473491,1
CHEMBL484526,1
CHEMBL519342,1
CHEMBL485019,1
CHEMBL521169,1
CHEMBL151,3
CHEMBL379064,1
CHEMBL36327,2
CHEMBL2435440,1
CHEMBL536151,2
CHEMBL4916783,4
CHEMBL5002197,3
CHEMBL5012952,3
CHEMBL4955147,3
CHEMBL4903337,4
CHEMBL4929596,4
CHEMBL4982266,5
CHEMBL4913908,3
CHEMBL4942806,4
CHEMBL5023481,4
CHEMBL4947872,3
CHEMBL4967632,5
CHEMBL4922693,3
CHEMBL4920023,3
CHEMBL5015117,4
CHEMBL4173158,1
CHEMBL4932008,4
CHEMBL4890001,3
CHEMBL4909580,4
CHEMBL1946928,1
CHEMBL3116040,2
CHEMBL3233369,2
CHEMBL453066,4
CHEMBL472,1
CHEMBL1777836,1
CHEMBL274826,1
CHEMBL1449651,6
CHEMBL178,2
CHEMBL1256749,7
CHEMBL1255837,7
CHEMBL1256655,7
CHEMBL258893,7
CHEMBL1257041,7
CHEMBL1659,7
CHEMBL1204148,4
CHEMBL1256818,4
CHEMBL1319362,1
CHEMBL39879,1
CHEMBL76589,1
CHEMBL1201006,3
CHEMBL415324,2
CHEMBL2059460,1
CHEMBL1688688,1
CHEMBL278041,7
CHEMBL1256646,6
CHEMBL434435,6
CHEMBL1095292,6
CHEMBL1255650,3
CHEMBL253144,2
CHEMBL1255758,3
CHEMBL80155,4
CHEMBL56393,7
CHEMBL161343,6
CHEMBL270299,7
CHEMBL52,7
CHEMBL2063170,1
CHEMBL5432170,2
CHEMBL1452638,1
CHEMBL3758906,2
CHEMBL3601843,1
CHEMBL3605030,2
CHEMBL2089242,2
CHEMBL2089245,2
CHEMBL4915836,2
CHEMBL5023684,4
CHEMBL4934170,4
CHEMBL4968838,4
CHEMBL4989180,3
