dataset,smiles,max_tani
Sexual,Cc1nc(NCCCCNc2ccnc3cc(Cl)ccc23)nc(-c2ccccc2[N+](=O)[O-])c1C(=O)OC(C)C,0.9722222222222222
Sexual,[N-]=[N+]=N[C@@H]1C(=O)N(Cc2ccccc2)[C@@H]1/C=C/c1ccccc1,0.6382978723404256
Sexual,N[C@@H]1C(=O)N(c2ccc(Cl)cc2)[C@@H]1/C=C/c1ccccc1,0.8108108108108109
Sexual,[N-]=[N+]=N[C@@H]1C(=O)N(c2ccccc2)[C@@H]1/C=C/c1ccccc1,0.8372093023255814
Sexual,O=S(=O)(c1ccccc1)N1CCC2(CC1)OOC1(CCCCCCCCCCC1)OO2,0.7368421052631579
Sexual,CCS(=O)(=O)N1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3,0.7567567567567568
Sexual,Clc1ccc2c(NCC3CC4(c5ccccc5)CCN3C4)ccnc2c1,0.7857142857142857
Sexual,C=CCN1C[C@@H](OCc2ccccc2)[C@@H](CNCc2ccc3ccccc3n2)C(C)(C)C1,0.7428571428571429
Sexual,C=CCN1C[C@@H](OC)[C@@H](CNCc2ccnc3ccccc23)C(C)(C)C1,0.796875
Sexual,CCCCNC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)c1ccc(Oc2ccc(C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CCCCN)C(=O)NCCCC(C)Nc3cc(OC)cc4cccnc34)cc2)cc1)[C@H](C)CC,1.0
Sexual,CCN(CC)CCCNCCNc1ccnc2cc(Cl)ccc12,0.9347826086956522
Sexual,O=C1C=C(c2ccc(F)cc2)C(=O)c2ccccc21,0.7241379310344828
Sexual,CS(=O)(=O)Nc1cccc(C2=CC(=O)c3ccccc3C2=O)c1,0.5526315789473685
Sexual,CCN(CC)CCCCN(CCCCN(CC)CC)c1ccnc2cc(Cl)ccc12,0.9487179487179487
Sexual,C/C=C/C/C=C/CCC(=O)[C@H]1O[C@H]1C(N)=O,0.358974358974359
Sexual,Br.CCN(CC)CCCON1C(N)=NC(N)=NC1(C)C,0.6808510638297872
Sexual,Br.CC1(C)N=C(N)N=C(N)N1OCCCNc1ccc(Cl)c(Cl)c1,0.7058823529411765
Sexual,Br.CC1(C)N=C(N)N=C(N)N1OCCCN(Cc1ccccc1)c1ccc(Cl)c(Cl)c1,0.8103448275862069
Sexual,CC1(C)N=C(N)N=C(N)N1OCCCOc1cccc(Cl)c1Cl,0.6938775510204082
Sexual,Br.CC1(C)NC(N)=NC(=N)N1OCCCSc1ccccc1,0.7142857142857143
